mz__rtMin,putative_mw,mz,rtMin,ion,lcms_run
136.86164__0.767,137.86892,136.86164,0.767,[M-H]-1,high-bps-wk07-wk22
473.28253__1.875,474.28981,473.28253,1.875,[M-H]-1,high-bps-wk07-wk22
402.00634__1.643,357.00814,402.00634,1.643,[M+FA-H]-1,high-bps-wk07-wk22
402.00633__1.64,403.0136,402.00633,1.64,[M-H]-1,high-bps-wk07-wk22
402.00634__1.64,342.99248,402.00634,1.64,[M-H+HAc]-1,high-bps-wk07-wk22
369.15895__2.053,370.16623,369.15895,2.053,[M-H]-1,high-bps-wk07-wk22
157.01076__0.664,158.01804,157.01076,0.664,[M-H]-1,high-bps-wk07-wk22
152.89551__1.431,153.90278,152.89551,1.431,[M-H]-1,high-bps-wk07-wk22
398.01548__0.468,399.02276,398.01548,0.468,[M-H]-1,high-bps-wk07-wk22
398.01535__0.469,353.0172,398.01535,0.469,[M+FA-H]-1,high-bps-wk07-wk22
234.8864__0.479,235.89373,234.8864,0.479,[M-H]-1,high-bps-wk07-wk22
122.93895__1.116,123.94623,122.93895,1.116,[M-H]-1,high-bps-wk07-wk22
232.94407__0.572,233.95145,232.94407,0.572,[M-H]-1,high-bps-wk07-wk22
295.60904__1.417,296.61636,295.60904,1.417,[M-H]-1,high-bps-wk07-wk22
195.8101__1.499,196.81738,195.8101,1.499,[M-H]-1,high-bps-wk07-wk22
315.07526__3.559,316.08254,315.07526,3.559,[M-H]-1,high-bps-wk07-wk22
432.86523__0.565,433.87251,432.86523,0.565,[M-H]-1,high-bps-wk07-wk22
238.95073__0.47,239.95801,238.95073,0.47,[M-H]-1,high-bps-wk07-wk22
219.98342__1.601,220.9907,219.98342,1.601,[M-H]-1,high-bps-wk07-wk22
297.04706__2.21,316.06489,297.04706,2.21,[M-H-H2O]-1,high-bps-wk07-wk22
297.04693__2.191,298.05421,297.04693,2.191,[M-H]-1,high-bps-wk07-wk22
362.91648__0.47,363.92376,362.91648,0.47,[M-H]-1,high-bps-wk07-wk22
362.91654__0.47,303.9026,362.91654,0.47,[M-H+HAc]-1,high-bps-wk07-wk22
313.07673__2.382,314.08401,313.07673,2.382,[M-H]-1,high-bps-wk07-wk22
261.00761__0.475,262.01485,261.00761,0.475,[M-H]-1,high-bps-wk07-wk22
261.00749__0.475,280.02535,261.00749,0.475,[M-H-H2O]-1,high-bps-wk07-wk22
242.1759__1.506,243.18317,242.1759,1.506,[M-H]-1,high-bps-wk07-wk22
492.10923__2.355,493.11651,492.10923,2.355,[M-H]-1,high-bps-wk07-wk22
188.8793__1.43,189.88658,188.8793,1.43,[M-H]-1,high-bps-wk07-wk22
155.10662__1.442,156.11418,155.10662,1.442,[M-H]-1,high-bps-wk07-wk22
301.12974__1.423,302.13687,301.12974,1.423,[M-H]-1,high-bps-wk07-wk22
146.02698__0.482,147.03432,146.02698,0.482,[M-H]-1,high-bps-wk07-wk22
318.95694__0.53,319.96422,318.95694,0.53,[M-H]-1,high-bps-wk07-wk22
155.10668__1.51,156.11447,155.10668,1.51,[M-H]-1,high-bps-wk07-wk22
485.22136__1.493,486.22864,485.22136,1.493,[M-H]-1,high-bps-wk07-wk22
73.02807__0.338,74.03541,73.02807,0.338,[M-H]-1,high-bps-wk07-wk22
301.21731__2.133,302.22459,301.21731,2.133,[M-H]-1,high-bps-wk07-wk22
317.95137__0.673,318.95865,317.95137,0.673,[M-H]-1,high-bps-wk07-wk22
422.83671__0.544,423.84399,422.83671,0.544,[M-H]-1,high-bps-wk07-wk22
289.12957__1.385,290.13684,289.12957,1.385,[M-H]-1,high-bps-wk07-wk22
427.26213__1.838,428.26941,427.26213,1.838,[M-H]-1,high-bps-wk07-wk22
153.09107__1.448,154.09871,153.09107,1.448,[M-H]-1,high-bps-wk07-wk22
90.96675__1.11,91.97403,90.96675,1.11,[M-H]-1,high-bps-wk07-wk22
356.84586__0.54,357.85315,356.84586,0.54,[M-H]-1,high-bps-wk07-wk22
241.00188__0.46,242.00916,241.00188,0.46,[M-H]-1,high-bps-wk07-wk22
238.99586__0.468,240.00313,238.99586,0.468,[M-H]-1,high-bps-wk07-wk22
184.05821__0.547,185.06549,184.05821,0.547,[M-H]-1,high-bps-wk07-wk22
370.84348__0.54,371.85076,370.84348,0.54,[M-H]-1,high-bps-wk07-wk22
348.94748__1.429,349.95475,348.94748,1.429,[M-H]-1,high-bps-wk07-wk22
345.2283__1.469,346.23558,345.2283,1.469,[M-H]-1,high-bps-wk07-wk22
396.97321__0.547,397.98048,396.97321,0.547,[M-H]-1,high-bps-wk07-wk22
216.09564__1.374,217.10291,216.09564,1.374,[M-H]-1,high-bps-wk07-wk22
224.93494__0.468,179.93677,224.93494,0.468,[M+FA-H]-1,high-bps-wk07-wk22
224.93502__0.462,225.94231,224.93502,0.462,[M-H]-1,high-bps-wk07-wk22
199.99917__0.634,201.00644,199.99917,0.634,[M-H]-1,high-bps-wk07-wk22
348.90067__0.463,349.90795,348.90067,0.463,[M-H]-1,high-bps-wk07-wk22
198.91706__0.557,199.92476,198.91706,0.557,[M-H]-1,high-bps-wk07-wk22
490.82403__0.55,491.8313,490.82403,0.55,[M-H]-1,high-bps-wk07-wk22
315.07531__2.374,316.08258,315.07531,2.374,[M-H]-1,high-bps-wk07-wk22
315.0752__3.17,316.08248,315.0752,3.17,[M-H]-1,high-bps-wk07-wk22
87.04369__0.608,88.05104,87.04369,0.608,[M-H]-1,high-bps-wk07-wk22
210.91343__0.462,211.92071,210.91343,0.462,[M-H]-1,high-bps-wk07-wk22
200.91713__1.277,201.92443,200.91713,1.277,[M-H]-1,high-bps-wk07-wk22
232.05876__0.712,233.06603,232.05876,0.712,[M-H]-1,high-bps-wk07-wk22
188.00142__0.472,189.0087,188.00142,0.472,[M-H]-1,high-bps-wk07-wk22
188.00143__0.475,143.00325,188.00143,0.475,[M+FA-H]-1,high-bps-wk07-wk22
153.86748__1.857,154.87475,153.86748,1.857,[M-H]-1,high-bps-wk07-wk22
259.93615__0.468,260.94343,259.93615,0.468,[M-H]-1,high-bps-wk07-wk22
164.83496__0.457,165.84224,164.83496,0.457,[M-H]-1,high-bps-wk07-wk22
220.14607__1.529,221.15365,220.14607,1.529,[M-H]-1,high-bps-wk07-wk22
313.98326__0.468,314.99053,313.98326,0.468,[M-H]-1,high-bps-wk07-wk22
313.98316__0.468,254.96922,313.98316,0.468,[M-H+HAc]-1,high-bps-wk07-wk22
330.80108__0.5,331.80836,330.80108,0.5,[M-H]-1,high-bps-wk07-wk22
567.30014__1.472,568.30742,567.30014,1.472,[M-H]-1,high-bps-wk07-wk22
308.11958__1.467,618.25372,308.11958,1.467,[M-2H]-2,high-bps-wk07-wk22
154.87955__0.502,155.88682,154.87955,0.502,[M-H]-1,high-bps-wk07-wk22
500.85282__0.571,501.8601,500.85282,0.571,[M-H]-1,high-bps-wk07-wk22
500.85282__0.574,441.83866,500.85282,0.574,[M-H+HAc]-1,high-bps-wk07-wk22
273.1094__0.47,274.11657,273.1094,0.47,[M-H]-1,high-bps-wk07-wk22
283.11855__1.417,284.1259,283.11855,1.417,[M-H]-1,high-bps-wk07-wk22
186.93797__0.56,187.94559,186.93797,0.56,[M-H]-1,high-bps-wk07-wk22
272.84251__0.496,273.84979,272.84251,0.496,[M-H]-1,high-bps-wk07-wk22
274.88709__0.602,275.89452,274.88709,0.602,[M-H]-1,high-bps-wk07-wk22
406.88833__0.463,407.89557,406.88833,0.463,[M-H]-1,high-bps-wk07-wk22
398.8115__1.33,399.81878,398.8115,1.33,[M-H]-1,high-bps-wk07-wk22
58.99464__0.686,60.00192,58.99464,0.686,[M-H]-1,high-bps-wk07-wk22
265.01805__2.317,266.02533,265.01805,2.317,[M-H]-1,high-bps-wk07-wk22
343.00956__0.473,344.01684,343.00956,0.473,[M-H]-1,high-bps-wk07-wk22
141.09095__1.429,142.09865,141.09095,1.429,[M-H]-1,high-bps-wk07-wk22
299.02659__2.141,300.03386,299.02659,2.141,[M-H]-1,high-bps-wk07-wk22
247.08232__1.362,248.08942,247.08232,1.362,[M-H]-1,high-bps-wk07-wk22
122.93882__0.471,123.9461,122.93882,0.471,[M-H]-1,high-bps-wk07-wk22
230.87354__1.436,231.88126,230.87354,1.436,[M-H]-1,high-bps-wk07-wk22
435.27521__1.656,436.28248,435.27521,1.656,[M-H]-1,high-bps-wk07-wk22
97.91113__1.331,98.9184,97.91113,1.331,[M-H]-1,high-bps-wk07-wk22
338.87975__0.462,339.88703,338.87975,0.462,[M-H]-1,high-bps-wk07-wk22
285.09853__1.363,286.10571,285.09853,1.363,[M-H]-1,high-bps-wk07-wk22
267.16022__1.736,268.16747,267.16022,1.736,[M-H]-1,high-bps-wk07-wk22
212.93488__0.47,213.94216,212.93488,0.47,[M-H]-1,high-bps-wk07-wk22
212.93475__0.477,167.93664,212.93475,0.477,[M+FA-H]-1,high-bps-wk07-wk22
178.94446__0.643,179.95173,178.94446,0.643,[M-H]-1,high-bps-wk07-wk22
147.02876__0.455,148.03606,147.02876,0.455,[M-H]-1,high-bps-wk07-wk22
146.02362__0.362,147.0309,146.02362,0.362,[M-H]-1,high-bps-wk07-wk22
191.01899__0.877,192.02625,191.01899,0.877,[M-H]-1,high-bps-wk07-wk22
331.24939__1.533,332.25665,331.24939,1.533,[M-H]-1,high-bps-wk07-wk22
160.04273__0.708,161.05001,160.04273,0.708,[M-H]-1,high-bps-wk07-wk22
160.00621__0.468,179.0241,160.00621,0.468,[M-H-H2O]-1,high-bps-wk07-wk22
160.00627__0.465,161.01354,160.00627,0.465,[M-H]-1,high-bps-wk07-wk22
329.15248__1.521,330.15976,329.15248,1.521,[M-H]-1,high-bps-wk07-wk22
448.86237__0.572,449.86964,448.86237,0.572,[M-H]-1,high-bps-wk07-wk22
194.9267__0.455,195.93398,194.9267,0.455,[M-H]-1,high-bps-wk07-wk22
174.82739__0.463,175.83466,174.82739,0.463,[M-H]-1,high-bps-wk07-wk22
195.06554__1.688,196.07275,195.06554,1.688,[M-H]-1,high-bps-wk07-wk22
420.79357__1.332,421.80084,420.79357,1.332,[M-H]-1,high-bps-wk07-wk22
166.8321__0.348,167.83938,166.8321,0.348,[M-H]-1,high-bps-wk07-wk22
199.9992__0.74,87.01349,199.9992,0.74,[M-H+TFA]-1,high-bps-wk07-wk22
223.02438__1.195,224.03166,223.02438,1.195,[M-H]-1,high-bps-wk07-wk22
204.97232__1.629,205.97959,204.97232,1.629,[M-H]-1,high-bps-wk07-wk22
437.29094__1.836,438.29821,437.29094,1.836,[M-H]-1,high-bps-wk07-wk22
168.83533__0.41,169.84261,168.83533,0.41,[M-H]-1,high-bps-wk07-wk22
209.98935__0.474,210.99662,209.98935,0.474,[M-H]-1,high-bps-wk07-wk22
132.01123__0.651,133.0186,132.01123,0.651,[M-H]-1,high-bps-wk07-wk22
410.74177__0.508,411.74905,410.74177,0.508,[M-H]-1,high-bps-wk07-wk22
364.99733__1.36,366.0046,364.99733,1.36,[M-H]-1,high-bps-wk07-wk22
408.745__0.508,409.75227,408.745,0.508,[M-H]-1,high-bps-wk07-wk22
548.31839__2.014,549.32567,548.31839,2.014,[M-H]-1,high-bps-wk07-wk22
160.84102__3.981,161.8483,160.84102,3.981,[M-H]-1,high-bps-wk07-wk22
455.3169__1.769,456.32418,455.3169,1.769,[M-H]-1,high-bps-wk07-wk22
397.22637__1.703,398.23365,397.22637,1.703,[M-H]-1,high-bps-wk07-wk22
164.83518__4.631,165.84246,164.83518,4.631,[M-H]-1,high-bps-wk07-wk22
188.93473__0.528,189.9422,188.93473,0.528,[M-H]-1,high-bps-wk07-wk22
360.81491__0.53,361.82219,360.81491,0.53,[M-H]-1,high-bps-wk07-wk22
362.81194__0.524,363.81922,362.81194,0.524,[M-H]-1,high-bps-wk07-wk22
235.13357__1.791,236.14085,235.13357,1.791,[M-H]-1,high-bps-wk07-wk22
84.98932__0.341,85.99659,84.98932,0.341,[M-H]-1,high-bps-wk07-wk22
244.13752__1.604,245.1448,244.13752,1.604,[M-H]-1,high-bps-wk07-wk22
317.16095__2.477,318.16822,317.16095,2.477,[M-H]-1,high-bps-wk07-wk22
155.98622__1.425,156.9935,155.98622,1.425,[M-H]-1,high-bps-wk07-wk22
98.97241__0.655,99.97968,98.97241,0.655,[M-H]-1,high-bps-wk07-wk22
196.8941__4.883,197.90136,196.8941,4.883,[M-H]-1,high-bps-wk07-wk22
317.21244__1.813,318.21972,317.21244,1.813,[M-H]-1,high-bps-wk07-wk22
315.21745__1.937,316.22501,315.21745,1.937,[M-H]-1,high-bps-wk07-wk22
368.89998__0.47,369.90726,368.89998,0.47,[M-H]-1,high-bps-wk07-wk22
437.17675__1.783,438.18403,437.17675,1.783,[M-H]-1,high-bps-wk07-wk22
156.99396__1.426,158.00123,156.99396,1.426,[M-H]-1,high-bps-wk07-wk22
270.84528__0.587,271.85252,270.84528,0.587,[M-H]-1,high-bps-wk07-wk22
297.0471__1.783,298.05438,297.0471,1.783,[M-H]-1,high-bps-wk07-wk22
157.01319__0.468,158.02057,157.01319,0.468,[M-H]-1,high-bps-wk07-wk22
272.93908__0.932,273.94636,272.93908,0.932,[M-H]-1,high-bps-wk07-wk22
480.90433__1.429,481.91161,480.90433,1.429,[M-H]-1,high-bps-wk07-wk22
491.35961__3.651,492.36688,491.35961,3.651,[M-H]-1,high-bps-wk07-wk22
184.95746__0.47,139.959,184.95746,0.47,[M+FA-H]-1,high-bps-wk07-wk22
184.95745__0.471,185.96473,184.95745,0.471,[M-H]-1,high-bps-wk07-wk22
186.93817__0.788,187.94553,186.93817,0.788,[M-H]-1,high-bps-wk07-wk22
124.00612__0.514,125.0134,124.00612,0.514,[M-H]-1,high-bps-wk07-wk22
346.81703__0.525,347.82431,346.81703,0.525,[M-H]-1,high-bps-wk07-wk22
344.81993__0.524,345.82721,344.81993,0.524,[M-H]-1,high-bps-wk07-wk22
219.84499__1.73,220.85257,219.84499,1.73,[M-H]-1,high-bps-wk07-wk22
214.01495__0.547,215.02223,214.01495,0.547,[M-H]-1,high-bps-wk07-wk22
336.32734__2.962,337.33462,336.32734,2.962,[M-H]-1,high-bps-wk07-wk22
112.93587__0.938,113.94315,112.93587,0.938,[M-H]-1,high-bps-wk07-wk22
88.9865__1.567,89.99378,88.9865,1.567,[M-H]-1,high-bps-wk07-wk22
88.95099__0.468,89.9583,88.95099,0.468,[M-H]-1,high-bps-wk07-wk22
298.82735__1.342,299.83462,298.82735,1.342,[M-H]-1,high-bps-wk07-wk22
409.31139__2.649,410.31867,409.31139,2.649,[M-H]-1,high-bps-wk07-wk22
222.8676__0.527,223.87488,222.8676,0.527,[M-H]-1,high-bps-wk07-wk22
285.97911__0.474,286.98639,285.97911,0.474,[M-H]-1,high-bps-wk07-wk22
285.97921__0.475,251.0098,285.97921,0.475,[M+Cl]-1,high-bps-wk07-wk22
578.86902__0.585,579.8763,578.86902,0.585,[M-H]-1,high-bps-wk07-wk22
578.86923__0.584,519.85537,578.86923,0.584,[M-H+HAc]-1,high-bps-wk07-wk22
444.67385__0.502,445.68115,444.67385,0.502,[M-H]-1,high-bps-wk07-wk22
442.67677__0.502,443.68404,442.67677,0.502,[M-H]-1,high-bps-wk07-wk22
160.84107__0.623,161.84835,160.84107,0.623,[M-H]-1,high-bps-wk07-wk22
458.89269__0.594,459.89996,458.89269,0.594,[M-H]-1,high-bps-wk07-wk22
274.10175__1.565,275.10902,274.10175,1.565,[M-H]-1,high-bps-wk07-wk22
172.82972__1.675,173.83699,172.82972,1.675,[M-H]-1,high-bps-wk07-wk22
78.98443__0.522,79.9917,78.98443,0.522,[M-H]-1,high-bps-wk07-wk22
273.07698__1.518,274.08417,273.07698,1.518,[M-H]-1,high-bps-wk07-wk22
152.89559__1.331,153.90318,152.89559,1.331,[M-H]-1,high-bps-wk07-wk22
253.99705__2.546,255.00433,253.99705,2.546,[M-H]-1,high-bps-wk07-wk22
548.31846__2.953,549.32574,548.31846,2.953,[M-H]-1,high-bps-wk07-wk22
273.95177__0.467,274.95905,273.95177,0.467,[M-H]-1,high-bps-wk07-wk22
471.3117__1.653,472.31898,471.3117,1.653,[M-H]-1,high-bps-wk07-wk22
565.28452__1.482,283.14585,565.28452,1.482,[2M-H]-1,high-bps-wk07-wk22
484.73767__1.437,485.74494,484.73767,1.437,[M-H]-1,high-bps-wk07-wk22
226.95057__0.477,227.95786,226.95057,0.477,[M-H]-1,high-bps-wk07-wk22
565.28457__1.468,566.29182,565.28457,1.468,[M-H]-1,high-bps-wk07-wk22
565.28423__1.441,584.30208,565.28423,1.441,[M-H-H2O]-1,high-bps-wk07-wk22
345.95508__0.471,346.96238,345.95508,0.471,[M-H]-1,high-bps-wk07-wk22
239.12863__1.569,240.13591,239.12863,1.569,[M-H]-1,high-bps-wk07-wk22
239.12863__1.557,180.11476,239.12863,1.557,[M-H+HAc]-1,high-bps-wk07-wk22
331.1921__1.57,332.19939,331.1921,1.57,[M-H]-1,high-bps-wk07-wk22
230.02789__4.383,231.03517,230.02789,4.383,[M-H]-1,high-bps-wk07-wk22
216.92791__0.927,217.93519,216.92791,0.927,[M-H]-1,high-bps-wk07-wk22
148.00613__0.477,103.00791,148.00613,0.477,[M+FA-H]-1,high-bps-wk07-wk22
148.0062__0.475,149.01397,148.0062,0.475,[M-H]-1,high-bps-wk07-wk22
148.00615__0.472,149.01342,148.00615,0.472,[M-H]-1,high-bps-wk07-wk22
136.8617__4.785,137.86898,136.8617,4.785,[M-H]-1,high-bps-wk07-wk22
114.98449__0.471,115.99185,114.98449,0.471,[M-H]-1,high-bps-wk07-wk22
174.82749__1.216,175.83477,174.82749,1.216,[M-H]-1,high-bps-wk07-wk22
486.28609__1.865,487.29337,486.28609,1.865,[M-H]-1,high-bps-wk07-wk22
249.96372__0.629,250.971,249.96372,0.629,[M-H]-1,high-bps-wk07-wk22
255.23272__0.425,256.23999,255.23272,0.425,[M-H]-1,high-bps-wk07-wk22
424.83362__0.543,425.8412,424.83362,0.543,[M-H]-1,high-bps-wk07-wk22
424.83344__0.541,365.81923,424.83344,0.541,[M-H+HAc]-1,high-bps-wk07-wk22
114.01834__0.471,115.02562,114.01834,0.471,[M-H]-1,high-bps-wk07-wk22
149.02681__0.76,150.03409,149.02681,0.76,[M-H]-1,high-bps-wk07-wk22
492.82115__0.548,493.82906,492.82115,0.548,[M-H]-1,high-bps-wk07-wk22
313.07659__2.634,314.08387,313.07659,2.634,[M-H]-1,high-bps-wk07-wk22
211.07581__1.558,212.08358,211.07581,1.558,[M-H]-1,high-bps-wk07-wk22
457.33254__1.832,458.33981,457.33254,1.832,[M-H]-1,high-bps-wk07-wk22
164.83517__1.258,165.84245,164.83517,1.258,[M-H]-1,high-bps-wk07-wk22
126.99591__0.715,128.00318,126.99591,0.715,[M-H]-1,high-bps-wk07-wk22
114.00053__0.477,115.008,114.00053,0.477,[M-H]-1,high-bps-wk07-wk22
558.81163__0.559,559.81891,558.81163,0.559,[M-H]-1,high-bps-wk07-wk22
558.81127__0.564,499.79718,558.81127,0.564,[M-H+HAc]-1,high-bps-wk07-wk22
156.90698__1.331,157.91426,156.90698,1.331,[M-H]-1,high-bps-wk07-wk22
115.07513__1.483,116.08277,115.07513,1.483,[M-H]-1,high-bps-wk07-wk22
211.9993__0.494,213.00671,211.9993,0.494,[M-H]-1,high-bps-wk07-wk22
211.9993__0.647,213.00684,211.9993,0.647,[M-H]-1,high-bps-wk07-wk22
588.89777__0.589,589.90504,588.89777,0.589,[M-H]-1,high-bps-wk07-wk22
313.12929__1.398,314.13657,313.12929,1.398,[M-H]-1,high-bps-wk07-wk22
449.1502__1.546,450.15747,449.1502,1.546,[M-H]-1,high-bps-wk07-wk22
349.00239__1.308,350.00967,349.00239,1.308,[M-H]-1,high-bps-wk07-wk22
349.00248__1.305,368.02041,349.00248,1.305,[M-H-H2O]-1,high-bps-wk07-wk22
248.90222__0.482,249.90949,248.90222,0.482,[M-H]-1,high-bps-wk07-wk22
208.8557__0.542,209.86297,208.8557,0.542,[M-H]-1,high-bps-wk07-wk22
212.03479__1.459,213.04208,212.03479,1.459,[M-H]-1,high-bps-wk07-wk22
211.03555__1.472,212.04283,211.03555,1.472,[M-H]-1,high-bps-wk07-wk22
332.84566__0.493,333.85294,332.84566,0.493,[M-H]-1,high-bps-wk07-wk22
332.84561__0.492,297.87628,332.84561,0.492,[M+Cl]-1,high-bps-wk07-wk22
129.97452__4.2,130.98202,129.97452,4.2,[M-H]-1,high-bps-wk07-wk22
498.32142__3.051,499.32869,498.32142,3.051,[M-H]-1,high-bps-wk07-wk22
109.06453__1.416,110.07215,109.06453,1.416,[M-H]-1,high-bps-wk07-wk22
438.83266__0.548,439.83994,438.83266,0.548,[M-H]-1,high-bps-wk07-wk22
379.2737__2.096,380.28098,379.2737,2.096,[M-H]-1,high-bps-wk07-wk22
315.07519__2.591,316.08246,315.07519,2.591,[M-H]-1,high-bps-wk07-wk22
568.84038__0.576,569.84766,568.84038,0.576,[M-H]-1,high-bps-wk07-wk22
568.84023__0.575,509.82629,568.84023,0.575,[M-H+HAc]-1,high-bps-wk07-wk22
438.83216__0.552,393.83353,438.83216,0.552,[M+FA-H]-1,high-bps-wk07-wk22
222.97348__0.469,223.98076,222.97348,0.469,[M-H]-1,high-bps-wk07-wk22
469.29627__1.651,470.30355,469.29627,1.651,[M-H]-1,high-bps-wk07-wk22
89.95894__1.332,90.96621,89.95894,1.332,[M-H]-1,high-bps-wk07-wk22
126.98224__0.673,127.98952,126.98224,0.673,[M-H]-1,high-bps-wk07-wk22
247.11865__1.493,248.12588,247.11865,1.493,[M-H]-1,high-bps-wk07-wk22
480.79528__0.535,481.80256,480.79528,0.535,[M-H]-1,high-bps-wk07-wk22
412.80785__0.534,413.81512,412.80785,0.534,[M-H]-1,high-bps-wk07-wk22
102.94745__4.505,103.95473,102.94745,4.505,[M-H]-1,high-bps-wk07-wk22
168.98843__1.136,169.99571,168.98843,1.136,[M-H]-1,high-bps-wk07-wk22
174.82749__4.859,175.83477,174.82749,4.859,[M-H]-1,high-bps-wk07-wk22
482.79223__0.537,483.79993,482.79223,0.537,[M-H]-1,high-bps-wk07-wk22
317.06432__0.495,318.0716,317.06432,0.495,[M-H]-1,high-bps-wk07-wk22
175.09654__1.529,176.10384,175.09654,1.529,[M-H]-1,high-bps-wk07-wk22
304.91107__1.277,305.91835,304.91107,1.277,[M-H]-1,high-bps-wk07-wk22
304.91133__1.288,122.94896,304.91133,1.288,[2M-H+HAc]-1,high-bps-wk07-wk22
96.91469__1.436,97.92197,96.91469,1.436,[M-H]-1,high-bps-wk07-wk22
301.09306__1.358,302.10023,301.09306,1.358,[M-H]-1,high-bps-wk07-wk22
329.10322__1.207,348.12106,329.10322,1.207,[M-H-H2O]-1,high-bps-wk07-wk22
329.10333__1.214,330.11061,329.10333,1.214,[M-H]-1,high-bps-wk07-wk22
164.83498__0.329,165.84226,164.83498,0.329,[M-H]-1,high-bps-wk07-wk22
221.15428__1.784,222.16186,221.15428,1.784,[M-H]-1,high-bps-wk07-wk22
501.05009__1.427,502.05737,501.05009,1.427,[M-H]-1,high-bps-wk07-wk22
301.05998__1.576,302.0673,301.05998,1.576,[M-H]-1,high-bps-wk07-wk22
253.9253__0.474,254.93262,253.9253,0.474,[M-H]-1,high-bps-wk07-wk22
149.0085__1.923,150.0158,149.0085,1.923,[M-H]-1,high-bps-wk07-wk22
469.26582__2.387,470.2731,469.26582,2.387,[M-H]-1,high-bps-wk07-wk22
151.07534__1.794,152.08262,151.07534,1.794,[M-H]-1,high-bps-wk07-wk22
239.01628__4.873,240.02356,239.01628,4.873,[M-H]-1,high-bps-wk07-wk22
239.01627__4.875,126.03066,239.01627,4.875,[M-H+TFA]-1,high-bps-wk07-wk22
315.07522__2.202,316.08249,315.07522,2.202,[M-H]-1,high-bps-wk07-wk22
174.82744__0.349,175.83472,174.82744,0.349,[M-H]-1,high-bps-wk07-wk22
174.82747__0.346,137.87884,174.82747,0.346,[M-2H+K]-1,high-bps-wk07-wk22
349.20195__1.552,350.20947,349.20195,1.552,[M-H]-1,high-bps-wk07-wk22
537.28934__1.569,269.1483,537.28934,1.569,[2M-H]-1,high-bps-wk07-wk22
537.28938__1.576,538.29666,537.28938,1.576,[M-H]-1,high-bps-wk07-wk22
330.79963__1.446,331.80691,330.79963,1.446,[M-H]-1,high-bps-wk07-wk22
428.8029__0.538,429.81017,428.8029,0.538,[M-H]-1,high-bps-wk07-wk22
551.26871__1.523,552.27599,551.26871,1.523,[M-H]-1,high-bps-wk07-wk22
174.82755__0.886,175.83483,174.82755,0.886,[M-H]-1,high-bps-wk07-wk22
468.7009__0.506,469.7082,468.7009,0.506,[M-H]-1,high-bps-wk07-wk22
88.95111__1.333,89.95838,88.95111,1.333,[M-H]-1,high-bps-wk07-wk22
88.95112__1.334,107.96896,88.95112,1.334,[M-H-H2O]-1,high-bps-wk07-wk22
208.85573__0.649,209.863,208.85573,0.649,[M-H]-1,high-bps-wk07-wk22
255.06593__1.637,256.07321,255.06593,1.637,[M-H]-1,high-bps-wk07-wk22
166.03846__2.388,167.04574,166.03846,2.388,[M-H]-1,high-bps-wk07-wk22
172.98795__0.544,173.99522,172.98795,0.544,[M-H]-1,high-bps-wk07-wk22
296.82107__0.498,297.82834,296.82107,0.498,[M-H]-1,high-bps-wk07-wk22
222.91544__0.548,223.92272,222.91544,0.548,[M-H]-1,high-bps-wk07-wk22
58.9946__1.433,60.00188,58.9946,1.433,[M-H]-1,high-bps-wk07-wk22
86.02326__0.481,87.03063,86.02326,0.481,[M-H]-1,high-bps-wk07-wk22
287.15028__1.431,288.1575,287.15028,1.431,[M-H]-1,high-bps-wk07-wk22
384.71815__0.501,385.72543,384.71815,0.501,[M-H]-1,high-bps-wk07-wk22
172.95738__2.453,173.96466,172.95738,2.453,[M-H]-1,high-bps-wk07-wk22
87.94323__1.435,88.95051,87.94323,1.435,[M-H]-1,high-bps-wk07-wk22
160.84105__0.958,161.84833,160.84105,0.958,[M-H]-1,high-bps-wk07-wk22
64.951__0.505,65.95842,64.951,0.505,[M-H]-1,high-bps-wk07-wk22
313.12861__2.754,314.13607,313.12861,2.754,[M-H]-1,high-bps-wk07-wk22
197.04443__1.965,198.05171,197.04443,1.965,[M-H]-1,high-bps-wk07-wk22
299.0956__1.836,300.10287,299.0956,1.836,[M-H]-1,high-bps-wk07-wk22
598.31538__2.01,599.32265,598.31538,2.01,[M-H]-1,high-bps-wk07-wk22
231.97144__0.497,232.97872,231.97144,0.497,[M-H]-1,high-bps-wk07-wk22
173.96539__0.539,174.9727,173.96539,0.539,[M-H]-1,high-bps-wk07-wk22
535.27364__1.612,536.28091,535.27364,1.612,[M-H]-1,high-bps-wk07-wk22
170.87001__4.143,171.87729,170.87001,4.143,[M-H]-1,high-bps-wk07-wk22
170.86992__4.315,171.8772,170.86992,4.315,[M-H]-1,high-bps-wk07-wk22
414.80526__0.534,415.81292,414.80526,0.534,[M-H]-1,high-bps-wk07-wk22
386.71531__0.503,387.72261,386.71531,0.503,[M-H]-1,high-bps-wk07-wk22
228.03076__0.695,229.03803,228.03076,0.695,[M-H]-1,high-bps-wk07-wk22
168.94474__0.925,169.95202,168.94474,0.925,[M-H]-1,high-bps-wk07-wk22
142.04977__0.458,143.05702,142.04977,0.458,[M-H]-1,high-bps-wk07-wk22
121.06458__0.821,122.07186,121.06458,0.821,[M-H]-1,high-bps-wk07-wk22
423.26029__2.348,424.26758,423.26029,2.348,[M-H]-1,high-bps-wk07-wk22
332.84576__0.643,333.85304,332.84576,0.643,[M-H]-1,high-bps-wk07-wk22
297.11309__1.523,298.1204,297.11309,1.523,[M-H]-1,high-bps-wk07-wk22
194.93649__0.456,195.94377,194.93649,0.456,[M-H]-1,high-bps-wk07-wk22
