mz__rtMin,BPS_high_wk40_bps_d1_A,BPS_high_wk40_bps_d1_B,BPS_high_wk40_bps_d1_C,BPS_high_wk40_bps_d1_D,BPS_high_wk40_bps_d1_E,BPS_high_wk40_bps_d1_F,BPS_high_wk40_bps_d1_G,BPS_high_wk40_bps_d2_A,BPS_high_wk40_bps_d2_B,BPS_high_wk40_bps_d2_C,BPS_high_wk40_bps_d2_D,BPS_high_wk40_bps_d2_E,BPS_high_wk40_bps_d2_F,BPS_high_wk40_bps_d2_G,BPS_high_wk40_bps_d7_A,BPS_high_wk40_bps_d7_B,BPS_high_wk40_bps_d7_C,BPS_high_wk40_bps_d7_D,BPS_high_wk40_bps_d7_E,BPS_high_wk40_bps_d7_F,BPS_high_wk40_bps_d7_G,BPS_high_wk40_inoculum_d0_A,BPS_high_wk40_inoculum_d0_C,BPS_high_wk40_inoculum_d0_D,BPS_high_wk40_inoculum_d0_E,BPS_high_wk40_inoculum_d0_F,BPS_high_wk40_inoculum_d0_G,BPS_high_wk40_inoculum_d0_B,BPS_high_wk40_control_d1_A,BPS_high_wk40_control_d1_B,BPS_high_wk40_control_d1_C,BPS_high_wk40_control_d1_D,BPS_high_wk40_control_d1_E,BPS_high_wk40_control_d1_F,BPS_high_wk40_control_d1_G,BPS_high_wk40_control_d2_A,BPS_high_wk40_control_d2_B,BPS_high_wk40_control_d2_C,BPS_high_wk40_control_d2_D,BPS_high_wk40_control_d2_E,BPS_high_wk40_control_d2_F,BPS_high_wk40_control_d2_G,BPS_high_wk40_control_d7_A,BPS_high_wk40_control_d7_B,BPS_high_wk40_control_d7_C,BPS_high_wk40_control_d7_D,BPS_high_wk40_control_d7_E,BPS_high_wk40_control_d7_F,BPS_high_wk40_control_d7_G,DINP_high_wk40_inoculum_d0_A,DINP_high_wk40_inoculum_d0_B,DINP_high_wk40_inoculum_d0_C,DINP_high_wk40_inoculum_d0_D,DINP_high_wk40_inoculum_d0_E,DINP_high_wk40_inoculum_d0_F,DINP_high_wk40_inoculum_d0_G,DINP_high_wk40_control_d1_A,DINP_high_wk40_control_d1_B,DINP_high_wk40_control_d1_C,DINP_high_wk40_control_d1_D,DINP_high_wk40_control_d1_E,DINP_high_wk40_control_d1_F,DINP_high_wk40_control_d1_G,DINP_high_wk40_control_d2_A,DINP_high_wk40_control_d2_B,DINP_high_wk40_control_d2_C,DINP_high_wk40_control_d2_D,DINP_high_wk40_control_d2_E,DINP_high_wk40_control_d2_F,DINP_high_wk40_control_d2_G,DINP_high_wk40_control_d7_A,DINP_high_wk40_control_d7_B,DINP_high_wk40_control_d7_C,DINP_high_wk40_control_d7_D,DINP_high_wk40_control_d7_E,DINP_high_wk40_control_d7_F,DINP_high_wk40_control_d7_G,DINP_high_wk40_dinp_d1_A,DINP_high_wk40_dinp_d1_B,DINP_high_wk40_dinp_d1_C,DINP_high_wk40_dinp_d1_D,DINP_high_wk40_dinp_d1_E,DINP_high_wk40_dinp_d1_F,DINP_high_wk40_dinp_d1_G,DINP_high_wk40_dinp_d2_A,DINP_high_wk40_dinp_d2_B,DINP_high_wk40_dinp_d2_C,DINP_high_wk40_dinp_d2_D,DINP_high_wk40_dinp_d2_E,DINP_high_wk40_dinp_d2_F,DINP_high_wk40_dinp_d2_G,DINP_high_wk40_dinp_d7_A,DINP_high_wk40_dinp_d7_B,DINP_high_wk40_dinp_d7_C,DINP_high_wk40_dinp_d7_D,DINP_high_wk40_dinp_d7_E,DINP_high_wk40_dinp_d7_F,DINP_high_wk40_dinp_d7_G
406.88851__0.656,385409.0628,605653.8702,528629.8024,407457.2789,579659.8084,490482.7723,351729.1366,613617.4302,476343.1043,460728.1713,509239.5038,541273.8388,462544.6608,579889.0569,493237.734,4773971.265,3281996.672,8922744.486,3628909.141,536422.2443,564252.0233,631997.6188,442567.3806,621392.6337,549574.1003,623430.3997,531290.104,531816.0159,501213.7582,461469.148,614565.8424,525022.7655,470377.2005,528131.9029,548709.9666,735727.2543,2668312.974,637801.666,644156.9728,1961430.36,632619.5088,563039.7858,685973.3095,584767.7193,3765943.931,4613183.29,724846.5344,4981132.97,710155.0873,82351.27304,29959.60032,25044.73201,25438.00172,25299.49504,21478.0987,45705.50606,82465.78075,107818.3523,40518.00643,69187.24626,94145.49617,86929.92264,32862.0614,77377.80247,121117.1044,128918.0282,95741.38594,62895.18901,41783.95159,104752.2841,120683.4951,159935.6993,119839.0964,163012.7775,98358.84047,103761.5287,111858.4233,598581.5011,490267.9207,645573.8105,537037.1836,548870.6048,665170.8009,658412.3984,829173.7823,584939.3243,1169381.154,1722801.693,772006.3096,1040103.609,3573116.826,7816786.559,741669.2836,7212796.581,4442823.045,3117810.604,677476.4604,39352.73663
212.93488__0.667,338110.6545,517859.2754,494446.8939,396189.334,543591.0474,547785.9078,321292.8255,2023423.541,2615816.359,797321.618,481306.9699,6538392.127,572098.1955,525353.4586,649314.093,899189.6844,2850247.918,2003778.23,838386.0877,894582.0685,558670.4855,593186.3697,467344.6243,525344.98,541177.948,567407.2028,512085.6182,479726.7101,480494.362,436552.4392,574365.9936,474441.9926,449132.0319,526130.3887,498509.7259,2522748.686,7044193.399,571314.459,556433.871,9600722.788,543566.4798,543374.6558,957972.5752,1554781.311,7290000.6,4187779.865,723892.8669,3881858.876,630692.4101,79369.56094,29594.01407,23606.81099,22321.31894,24394.14505,19019.50461,46139.94552,66562.81846,92634.17481,27021.27228,51116.92557,80925.77833,83278.8303,27899.88495,67410.5723,106850.2108,119262.7311,87305.21998,55191.954,37951.81439,96604.0691,105236.6934,145110.2348,102568.295,145763.4539,90476.81733,93449.53293,103790.3612,640552.8405,501372.2159,661291.7277,579093.1644,600507.8337,683958.7918,698541.9026,1401925.6,578666.6201,4151424.665,3293755.419,6158748.2,8334497.41,10941208.89,3150646.986,1132927.478,1997173.548,13059875.17,9953124.048,4828242.382,37005.95274
466.70305__0.749,8698435.934,9446988.187,8771235.89,6466415.99,6338878.381,8552832.246,5946291.582,9074869.692,8042982.843,9402465.518,10928656.28,8167768.041,8014277.365,10552860.61,6773414.086,9409259.569,4778665.919,11494463.09,10039460.7,8418886.047,8590358.421,9021610.476,8244592.628,8157814.504,8944659.249,7645524.677,7415941.071,8155924.3,9800932.963,7330955.245,10081921.55,9256382.291,4141849.31,10605835.43,4632843.65,9568115.614,10441521.47,12866789.74,10256204.69,10799286.4,12322977.31,9418845.028,10202921.68,10747132.35,10859075.04,11715228.91,8382963,9143927.611,12122648.61,67448.97247,29627.14245,23414.96624,22800.79469,24093.65864,18631.97637,32950.41866,67576.0338,102421.5647,27410.18472,52163.12554,75024.47477,71387.50369,28499.19175,57762.86418,91965.33525,106451.9236,75085.92615,36469.18099,37684.39338,106213.0214,100265.0863,139576.314,87157.56614,128807.8283,88805.60189,81314.87884,87694.10806,10714787.22,9322565.677,11119969.94,10440672.03,11337956.39,12193039.21,12469475.9,12104916.18,12338008.42,12329191.17,11251838.38,11961057.87,12825642.6,15305161.39,15529297.78,10539800.74,13562621.63,13404855.9,13140161.78,8720021.029,36316.94764
588.89788__1.002,7856581.073,8791198.481,8343074.18,7603067.522,7618589.805,7289726.973,6932276.374,8961249.059,3757655.142,7557761.409,6965909.555,8768999.005,7577100.734,6363707.716,6771231.347,4878398.572,6922132.305,6323164.242,7070101.229,7676086.549,6477535.865,6452524.744,6418645.282,6020500.345,7470374.362,2728129.775,6980253.077,6435622.857,7567210.013,2729240.94,8179551.55,5729642.513,5921280.167,7369195.095,1828411.615,8034709.508,7813892.897,7652821.32,8489211.329,5395151.937,3860350.031,7644425.539,3808404.896,7916108.571,7487243.513,2327785.963,5849756.929,6551913.941,6385386.124,51649.99527,38659.72955,36191.41527,34718.40162,35074.69412,31009.30381,37655.12707,78844.90636,103762.7933,39188.85238,53315.0783,73089.98238,45603.48099,41438.83513,39909.83019,70227.42512,96940.22382,60108.16563,34502.7163,41157.87487,101553.0218,58567.25031,136728.1519,91290.9796,93160.8356,72673.60604,44915.80787,48485.46632,4512277.246,6856293.489,2683634.874,6950838.342,6111521.405,7018562.684,5876639.654,7319206.644,6951745.393,6088303.721,6149123.964,6296859.667,5607648.371,6943403.21,7474102.231,9600194.295,6835282.705,5975431.663,6575689.4,6592306.056,41156.71132
296.82136__0.749,9941252.751,9509838.818,9679328.413,8052870.977,10883182.28,10325836.88,7297744.84,9664200.204,9241487.865,10049565.17,12362925.2,4178310.407,9675944.617,10821547.39,9466591.174,10781639.85,4740653.801,11557511.83,11516174.13,10195186.41,9476074.707,8785844.722,3489177.157,9875453.075,10318450.86,10553177.5,9603968.106,9640741.653,10239727.85,2420981.854,12385079.7,11004465.32,10050730,9648057.902,10628569.28,10543106.29,10835744.64,13795428.35,9599268.53,12247173.8,11539111.03,8937436.771,10609390.23,10345145.67,11545421.05,11469021.31,8345801.03,10277905.1,12175673.84,197922.1101,86937.81882,68708.82321,66906.59961,70700.37664,54673.62871,96689.6329,198294.9585,300545.6045,80432.38315,153067.3559,220151.6466,209479.327,83627.96288,169499.2161,269862.8688,312372.2802,220331.9694,107015.081,110580.9975,311671.2464,294217.6392,409572.4156,255754.9621,377973.3958,260590.9544,238610.1939,257329.3895,13047245.32,12083578.28,11992254.1,13303970.66,12626427.55,13764055.6,13235259.83,10809594.03,14111147.87,13657850.94,13480920.54,13199861.04,15186777.77,15608739.66,15179770.01,10383985.15,14958593.08,11819413.59,16656855.16,11234085.22,106568.3678
126.87977__2.063,1636493.273,2097207.535,173111.2309,1799575.457,1679181.017,1460009.112,1437696.176,1910265.131,1603746.49,1649694.624,2339241.58,2205859.533,1139842.979,3184502.633,2613455.723,3177252.056,1660577.285,3657979.333,3138291.563,3285181.121,2446088.542,2360497.995,2954967.624,4362075.201,2612710.053,2441445.921,2789393.577,2268769.606,1503759.479,1504050.411,4060555.681,4464332.056,3587810.125,5232793.93,1887044.653,2192226.284,2084552.988,2206329.939,2847844.422,2831857.434,2153111.565,2412420.212,4216705.094,2877259.099,2647342.651,5129653.103,1678312.171,5071680.192,2185880.849,11302803.84,12362713.87,6564783.144,12472750.22,12591218.04,11124356.93,10766446.6,10502409.25,11894142.04,11237870.97,10177884.62,10964766.46,10791461.4,10592027.01,8301823.952,8280754.717,17558287.93,8616061.756,7213041.053,7057857.802,7375936.164,6630963.658,6747170.701,6190599.556,7104073.404,5802462.803,6690889.746,5526576.513,2907011.74,2960360.556,4167281.824,3281272.217,2383134.352,4154577.569,3150159.062,3788138.766,3655733.978,3112304.737,2713766.406,3008817.872,3227092.481,5705519.671,2126578.316,3235115.647,1891715.069,2936553.615,3604981.148,3877722.139,9576904.37
267.01155__0.676,2686607.319,3259172.326,5125180.081,4926850.873,3762610.123,4256373.723,2776240.683,460072.2174,306397.4852,1394194.841,6938783.111,347420.362,4735672.406,5954958.618,319852.2076,314751.339,340797.3001,303794.7171,328544.3926,388557.6398,398745.8929,1931939.443,2237119.035,3252859.665,2135818.389,2188109.788,3366819.888,2103153.209,1917233.239,1852873.085,4281471.195,5898641.411,4245268.901,5175879.771,3677198.927,340725.098,273133.4991,3974050.612,9742070.151,329070.6122,9105580.02,5719763.176,416596.7387,373688.7602,391560.4063,341331.3032,495793.0943,311512.358,440211.2508,57410.10029,21821.36126,17245.88992,16793.53244,17745.76911,13723.06114,33109.15145,49771.96328,68374.92721,20188.49925,38419.85128,59225.45165,60771.23111,20990.58861,50455.70024,80272.02298,86326.45231,63363.17916,40676.52293,27755.79059,72326.4745,77000.91483,104631.9597,74291.53497,107021.6315,66568.7452,67205.9485,74192.78421,1483755.846,6858928.533,4306798.825,6339772.685,5261193.56,4271195.072,5062264.137,3298840.28,958419.9161,319552.39,2750788.291,437076.2583,358001.0488,371736.9054,429397.8707,687471.0917,299805.9809,348527.5468,387341.6594,504086.9331,26748.622
89.95896__2.203,3283769.226,5393237.475,4192362.539,2438121.602,3712203.275,3625865.036,5078597.208,6969631.001,6705227.558,9329999.847,8605997.938,6749012.488,7464445.947,7216011.263,6664239.312,147692.047,3682385.243,99611.66475,107728.723,1755844.984,6814814.815,64163.78396,67469.7763,72367.95594,56713.25689,69984.89916,79911.9779,68204.17917,4597312.446,5924967.572,5779809.339,2862663.321,5229529.397,3025221.145,4157793.304,7273290.557,4634496.302,4903695.824,4954920.4,6468872.143,5809846.822,5573282.217,1463222.063,596634.224,707883.4116,276806.5929,4342009.427,319628.8271,5133840.286,100184.1347,93482.30976,98632.50202,92108.88973,92815.52754,105549.4343,91893.05222,86804.37727,87614.73802,91624.88779,90483.64318,84158.11744,96068.78061,81494.14284,76593.40408,84043.2556,90862.8686,82637.08146,76499.27035,90896.38923,77106.76364,89082.34068,89980.17181,79976.02883,95190.10977,85777.39612,88176.11644,91885.54411,7304934.725,7269664.202,7222057.648,7211401.278,5640937.492,5975127.488,6039194.686,8259968.087,10073471.98,9650257.513,11268919.36,9822082.269,10613465.56,4453641.571,102684.7932,6147291.614,106976.5939,3183946.015,5496253.794,4970974.547,78144.0571
412.78541__0.728,6242446.823,4203005.855,5686041.21,3805465.371,8053289.7,2264285.507,2734250.944,2635162.169,4312677.001,3848610.651,7183340.017,4956484.886,5799509.579,6246030.555,3982477.122,5769109.7,6771317.655,5844561.918,5199058.503,1633097.204,5392414.768,5490686.782,6048054.684,5608267.05,6149779.718,5654006.047,4973392.083,4377828.19,5095637.584,5384961.786,9973489.755,6505425.083,5087827.677,6444506.711,3430043.228,5744354.221,5562634.992,7794114.571,4683917.345,6507873.881,7629724.634,4659679.607,6052888.896,6787539.613,8362393.784,4952723.311,3262537.018,6139100.148,7631961.279,78762.35619,36337.83509,28664.76771,27960.01788,29181.54132,23473.17469,40338.13618,78956.35454,119734.6154,33136.54849,63631.13342,89360.56415,78441.73199,34909.09255,67498.64935,103336.3476,117276.0165,89433.758,44678.4977,45542.46002,123865.4437,124448.8393,153874.0975,101742.9076,146588.1214,103174.1038,96074.40213,121435.3613,7693979.359,4326271.865,6733158.919,9355428.419,7035141.608,9227805.78,6866543.548,6929434.279,5627273.744,6910419.2,6479909.96,7746955.664,9174538.169,5648713.232,7701933.069,6033298.234,7329845.022,7109851.921,5819084.509,6936790.518,47654.7714
492.10935__3.563,43941924.05,42460252.23,32034237.63,47349681.02,52475506.39,62917766.92,57396644.75,59283518.05,64924538.19,67887866.98,70082171.82,59359332.32,62710078.91,42054836.61,55129683.52,56195196.23,67192135,67264537.22,60185014.9,55145915.8,55910960.71,59691330.4,57988645.83,61783637.67,55499218.28,44592104.37,49352396.14,53799752.76,50810240.67,55448646.5,51044389.85,51527154.88,55662489.76,56400000.74,62679197.78,63716436.92,62632451.26,46378317.44,67616268.33,63960940.74,56337800.2,55920246.23,57793291.42,63464014.66,59153248.03,68743330.18,65786289.17,65900070.4,62911809.08,57963642.92,60234423.72,65412435.04,62316777.42,60525848.3,68883041.87,55204160.85,56541194.67,60269835.57,62880765.53,58367272.61,57689447.28,32284807.93,55367293.92,57241919.06,56996615.16,57374387.74,24461129.68,48472520.76,52340396.56,58735163.74,56203850.41,53396205.41,55623996.88,53757421.28,54212355.45,52028199.37,49805745.37,62523447.24,55229070.06,55739627.03,55757676.17,26061708.97,54434887.54,54800827.24,55016980.84,56819210.68,62056299.8,58243734.27,59451523.49,54888124.36,58123216.08,57960681.86,62130522.35,57234207.7,52366744.65,50686921.06,49131405.81,60259323.71
58.99464__2.267,1313548.27,5299290.151,3414162.963,689006.2012,2096437.405,776401.4275,3190358.494,10884205.58,11861146.53,7353703.005,5152828.064,10491970.51,5546200.872,8550377.907,3743207.422,787291.7852,2380501.406,1033987.878,780244.1787,2104053.253,4413484.265,101684.2285,105947.9046,114032.3499,86900.84277,112245.5144,128466.6014,107961.078,5582466.831,7152363.112,4286299.358,990461.809,5140681.86,1809898.039,4150082.404,9843182.703,6161128.522,3001300.759,5365813.046,9255555.802,2554834.243,8425461.101,2575374.344,1162872.551,695515.2813,433783.2138,4335593.427,405252.352,5920477.372,158260.5922,143818.8151,152085.6962,134275.4161,142682.0957,162257.4895,141073.1389,121852.7016,140877.5496,140851.7664,147669.7702,138343.1609,157596.517,123589.591,117556.2532,123894.9075,255613.955,131703.9357,111829.2251,139178.9421,118312.4311,135126.1795,133136.7232,120499.1897,150267.2222,141082.5286,134867.7643,141252.4644,8740629.048,6555901.062,9765578.123,7216760.505,5288496.823,7982069.035,6485589.416,12058139.17,9751185.039,11980382.94,13215161.23,14069070.16,15467983.14,4220395.568,185659.2597,6633667.13,172993.8434,3052640.657,6945665.304,1171117.036,119329.156
152.89558__2.274,1921020.631,4846836.292,2970678.267,476468.8236,2700216.295,1272415.313,2068470.274,5697435.526,3676188.112,8990014.847,6460882.007,6020983,3070463.654,6700374.094,5640221.428,565884.6938,604188.6448,721457.5351,341425.0833,466180.6263,3774788.682,75400.50335,68251.20203,82955.64666,64822.62409,74983.62641,93425.71521,74056.61398,4666178.806,5182257.704,1183977.373,776267.1562,3902595.448,875604.1822,3656706.095,4627387.107,2868273.621,1407465.479,3816557.878,5104036.639,1927703.623,5218196.643,562775.4239,70319.13824,90388.22215,99194.60888,3601681.334,80657.32243,4863200.506,103960.4349,94331.19662,99719.26718,88140.10711,93658.35953,106507.8994,92905.55991,80088.9975,92473.83229,92456.90792,97057.54323,90810.22706,92077.13667,72157.85642,72568.63663,81919.23573,282501.3141,75955.27095,64791.97381,86102.67978,77526.52186,89158.35711,87725.64309,79097.21525,99013.16772,87054.36522,84156.84541,92719.93117,4948292.702,4522801.037,5448890.543,4847960.29,4171757.035,5064742.483,4027576.229,7408143.141,4926242.312,6849465.366,7375487.55,6530116.206,7800489.143,3042979.306,116420.9412,6928502.853,109155.4696,1865279.955,2863560.489,3836481.715,78329.19008
334.79207__0.773,4036358.327,6991132.525,7188831.529,7310866.993,8272040.857,8226954.396,7670155.338,7772333.762,6079703.118,6790721.082,8743946.139,7514332.535,2982241.91,6283531.433,7079647.385,6148485.655,5954194.224,6520192.428,6752163.946,5421358.018,6731086.05,6067864.661,4331481.392,5887250.115,7466927.294,5351948.947,5736143.691,6928467.806,8195317.266,8705165.595,3048711.722,6340358.96,7457443.246,8331832.368,5329162.845,8810893.614,8549200.629,10211801.69,7758368.235,9851753.156,5813471.299,6378283.387,6978060.637,7513928.611,7631282.75,9088141.803,9209151.646,6340816.086,7938382.116,97358.51392,42764.98892,33798.08814,32911.56863,34777.73959,26894.13143,47561.9372,97541.91926,147839.3364,39564.94447,75294.31802,108293.2935,103043.5456,41136.86028,83377.20219,132746.4014,153656.9157,108381.9948,52641.05789,54395.14351,153312.075,144726.5902,201469.9707,125806.6773,185926.3126,128185.5173,117373.1114,126581.1432,10287403.76,11127715.92,9953962.768,10646879.9,7547009.43,8597252.871,9350507.424,9669143.187,9799491.129,11725643.92,11627914.86,8507944.883,11293405.42,12619556.37,9577044.011,7308837.901,11459464.56,10765779.14,9927491.166,6100542.289,52421.31826
135.04397__1.834,9371552.123,7619792.829,21931413.01,8948714.88,9638247.432,6693452.39,14145989.51,12783707.71,13232888.16,9495370.454,14477321.22,22068787.39,23729491.68,10382781.45,30759173.33,22087266.13,19929604.6,31031301.09,35980374.67,23849562.35,49294715.36,6743282.376,5431436.533,5045297.072,4613501.296,5229524.687,5494533.748,5620143.994,6320376.169,20829301.59,8356764.682,5510541.5,7862705.073,7272592.834,6960112.689,20635685.96,10515478.58,9626136.868,8494171.614,10308664.08,10132574.67,7865122.181,16259346.11,16368279.15,16184181.94,30218504.26,33654367.91,20098095.17,29008127.28,4681373.173,3992977.557,3748490.432,4868137.783,3620483.639,3269589.426,3371036.417,3191644.719,3720907.305,3711111.335,3527414.906,4213996.835,3705952.4,3467864.417,3188517.906,3432822.684,3161959.284,4088187.984,3748000.927,3266736.98,3559134.435,3758888.346,2688675.959,4038871.25,3836653.707,3741809.698,3830771.646,3327985.981,8773358.674,7881821.535,6287742.479,8676800.879,6709664.076,5960363.115,6275227.237,8611175.863,9183801.974,8467253.249,9752052.562,9431813.248,9109380.5,9176863.162,13669783.34,12193020.56,11884608.71,12396773.2,10701085.79,9862491.832,4905330.405
500.8528__0.914,11668941.56,10404523.4,7231549.044,8882934.742,8576693.661,10225106.36,8444960.086,13825072.18,12698494.63,10815491.78,8470264.805,11962631.28,9409039.602,9208021.14,11655254.73,10097552.71,8628718.167,11314431.62,11532045.19,11395529.44,11369023.46,10155599.77,11249431.18,10401709.83,13395746.5,9348285.436,11209071.18,12130463.21,14370812.88,11174098.48,13329021.62,11906760.79,10671066.6,12768227.32,11875196.6,13754484.07,14060738.42,12647920.37,14450655.6,12535730.9,10221298.31,14241189.53,12928957.64,13452005.19,13024677.73,13177351.58,14668425.6,13207233.02,14523377.85,162752.9929,63221.44676,59197.18301,56787.81995,54031.02996,50720.96294,66110.28827,108114.911,255900.1288,53737.13385,73107.51208,197036.0359,153663.2723,56938.14939,113889.0196,223337.6428,304058.3212,194601.3209,132083.0884,90061.87745,270296.4609,208647.4249,369477.61,248162.5128,300387.5704,206729.8901,165703.9994,180341.5929,13960624.04,12960099.02,14279783.49,13280112.14,14392721.77,14233484.59,13363986.04,15283087.6,13218024.6,12321504.13,13612350.52,13783368.06,12778947.09,14049386.83,13703202.63,19812302.37,13244259.95,15049614.47,12850905.77,15869944.2,71061.30639
273.95193__0.652,194893.7105,6222250.55,756545.4179,295898.5347,241356.7354,359924.5024,271814.7814,5415017.959,6401990.737,3668202.332,3543511.79,521618.1591,1823851.078,3239995.806,3783060.644,259629.0146,216418.395,271460.4802,403381.8395,357271.6851,1283577.863,400441.0031,228479.1554,379196.5059,278517.4457,228759.695,339958.2,454251.8929,361835.9842,5495850.874,470458.8054,340441.3073,508851.1218,298578.2384,589034.7384,572099.9846,274024.2675,314199.1941,3560420.181,354479.359,3360961.216,2782247.439,332433.7238,301207.3322,227546.6062,286254.3558,2502736.621,228103.7481,1105197.821,48016.43365,21251.57101,16022.51597,13805.95862,16832.05668,12020.37087,26086.82886,41721.87942,56010.86619,22604.82049,36222.80489,39995.62539,52768.99213,16120.41649,42325.35938,54765.52124,74111.47633,42304.0767,34997.49399,27494.66599,57171.28627,52704.55091,76502.69139,57084.51897,72534.53811,52650.7128,51287.97578,48330.73592,859962.4699,452152.8665,4629751.706,639098.0123,2591837.81,501895.7506,564663.9452,3967255.556,362267.3201,5180457.823,858831.9424,2318460.946,391559.5841,193486.5487,342914.2262,2431585.584,285192.6044,344318.0244,379921.5564,478479.1428,23552.59062
186.93804__0.895,1968331.034,1630893.99,1540597.218,19699872.33,1875308.69,21726107.86,1642443.579,23269524.99,2913827.258,2420486.98,6429106.94,23365019.73,20351481.65,19159622.91,5974757.027,1352550.226,21273553.38,23832755.34,1936995.408,3799525.349,8464597.898,1437356.116,22319526.42,19292877.59,23654269.86,2908876.868,19739305.1,20692576.16,1991102.719,1998626.042,24169225.92,1618548.256,20340329.02,1876227.897,1560906.459,23908361.32,24035300.83,1940893.456,2333389.885,25008261.85,7844645.477,21456320.03,22271401.77,23072557.04,11224977.67,2133764.138,13554616.28,22898635.38,12142121.05,243423.6783,134396.5056,116832.1697,112881.0685,114903.0285,89587.78395,116459.0645,299263.8559,450790.4954,118931.1293,212633.2707,347096.2388,233464.1807,130168.2052,200625.4855,393428.8235,535625.3702,342807.2751,114299.4491,152715.5086,476150.8955,573410.6915,650867.1786,437160.007,529159.0211,364172.8123,291902.1117,501517.9361,22721680.21,2160762.212,22790572.34,2100608.689,2081819.294,24045443.34,22105651.55,23821073.03,24961107.24,23642087.39,22002019.74,4566851.542,23075350.91,23756240.47,23664166.35,15663646.53,21788307.87,20595967.51,23429115.5,26412568.87,179114.0734
562.58856__0.745,3342225.161,3539350.468,3257200.053,2434910.132,4617576.238,2835854.705,2868779.501,2835607.982,3239598.878,2934320.615,3549154.734,2770705.598,3577335.366,4236358.237,2837773.814,3920132.331,2149898.628,5257618.986,3955501.028,2370234.148,2782849.025,3161432.961,2627602.997,2365886.624,2767544.02,2213477.392,2505329.398,3942095.7,5073061.57,4545817.742,4857709.898,2883939.698,3819046.969,4963580.3,3587921.748,3786348.543,4235606.624,4523065.455,4884385.099,4103155.686,3939992.88,4538734.203,3227688.339,5208991.281,3411326.689,6092794.649,4269751.125,2759314.75,4892717.313,42462.2989,20198.70876,15309.18324,15157.89082,15883.0948,12281.97341,23289.10036,48006.25883,66054.80581,19323.91671,33366.18566,47984.50309,47237.66475,18761.71011,36904.90187,58825.70146,70028.6397,51697.84609,24208.65593,24966.11134,68401.54141,73703.31231,99155.51832,61438.24233,91156.86626,62599.95926,54057.85511,67286.51797,4510870.132,4349511.766,4581039.161,4296061.496,3297494.011,3887953.487,4316344.131,4027848.064,3769305.481,3449052.057,5762951.072,4129395.557,3583309.367,4270025.313,6211548.252,5590099.533,4970540.162,6251352.784,4878040.036,3959357.244,22767.7934
482.79241__0.84,6224815.063,6336985.173,4539802.642,6306277.419,6627387.561,7395971.64,3440917.75,8667614.166,3212171.208,6660190.311,4846507.039,7333014.049,7185181.519,6071864.097,6788772.226,6606324.026,6916582.309,4407150.845,1837876.189,7289645.373,3388874.783,5964058.142,6302904.145,6132582.463,8243806.848,1691777.015,6104727.725,7094341.003,9638829.594,7517264.967,8645205.461,7349015.407,4319975.045,4368583.345,6516995.953,8828967.18,8841600.725,7231049.852,8204717.508,2511792.141,7615257.201,7835539.954,7273186.551,7494213.456,7597571.171,7973953.321,9217869.091,7423281.514,9695876.494,131175.8932,72423.44614,62958.39549,60829.23028,61918.82195,48276.96984,62757.33694,161266.9887,242921.5033,64089.48058,114583.591,187042.8524,125808.9297,70144.90415,108112.8485,212010.5065,288637.2305,184731.6202,61593.56569,82295.17106,256587.6887,198065.3404,350738.6137,235576.3201,285152.6511,196245.0582,157299.8998,171195.1106,8127117.405,8955755.685,8985506.811,9300817.465,9432969.994,9191571.595,10887006.02,9616071.694,9561549.175,10374686.14,10466882.52,8693824.442,9337001.295,11062796.78,9937324.353,9969344.349,10902771.22,11997794.08,9822853.178,8310101.846,96520.80156
